method,donor_id,surplus_kg,allocated_kg,waste_kg,meals_served,ngo_id,distance_km,paps_score,time_to_expiry
PAPS,D21484,23.769287387675845,23.769287387675845,0.0,59.423218469189614,NGO_168,1.464,0.9912160000000001,4.231901770432669
PAPS,D11371,7.5385920638292365,7.5385920638292365,0.0,18.84648015957309,NGO_160,1.7992382410361303,0.9892045705537833,6.6743143765634905
PAPS,D03415,18.596349156208717,18.596349156208717,0.0,46.49087289052179,NGO_279,4.302549381683842,0.974184703709897,7.861789492699067
PAPS,D06902,24.556280259061147,24.556280259061147,0.0,61.390700647652864,NGO_024,3.412,0.979528,9.297119747472575
PAPS,D17441,25.884474939608403,25.884474939608403,0.0,64.711187349021,NGO_255,2.874538975050893,0.9827527661496946,14.562815382288218
PAPS,D01514,13.918796630180513,13.918796630180513,0.0,34.79699157545128,NGO_449,5.904321657536346,0.964574070054782,5.194780514533756
PAPS,D26980,23.72278068021039,23.72278068021039,0.0,59.30695170052598,NGO_313,3.165563454973426,0.9810066192701594,10.227751014617786
PAPS,D23091,22.13924831302512,22.13924831302512,0.0,55.3481207825628,NGO_408,1.2302595378710255,0.9926184427727738,11.47863310179268
PAPS,D19346,21.704440082724613,21.704440082724613,0.0,54.26110020681153,NGO_135,4.952905467640393,0.9702825671941577,2.7432066035199636
PAPS,D09525,26.536089598714867,26.536089598714867,0.0,66.34022399678716,NGO_478,5.905988232003912,0.9645640706079766,11.720717630423014
PAPS,D03818,29.006157684705883,29.006157684705883,0.0,72.5153942117647,NGO_440,6.85225445097912,0.9588864732941254,4.7283859789966645
PAPS,D07620,18.531626680207705,18.531626680207705,0.0,46.329066700519256,NGO_133,0.8650815500658858,0.9948095106996047,3.0408254877644723
PAPS,D21503,14.038353659199396,14.038353659199396,0.0,35.09588414799849,NGO_430,2.5661582411084938,0.984603050553349,17.18216859605333
PAPS,D15402,3.363087175698038,3.363087175698038,0.0,8.407717939245094,NGO_272,0.929,0.994426,17.45011252919295
PAPS,D22481,19.91992372878036,19.91992372878036,0.0,49.7998093219509,NGO_005,2.8978950830029775,0.9826126295019821,14.934357569863378
PAPS,D27656,24.049692064771815,24.049692064771815,0.0,60.12423016192953,NGO_328,1.4623145351766196,0.9912261127889404,6.873820306773931
PAPS,D25456,24.793967974398186,24.793967974398186,0.0,61.984919935995464,NGO_294,3.4617841267797758,0.9792292952393213,3.562753824102142
PAPS,D25392,23.9209900088697,23.9209900088697,0.0,59.80247502217425,NGO_068,0.4668597549740039,0.997198841470156,12.94772842419451
PAPS,D23141,20.879842460464047,20.879842460464047,0.0,52.19960615116012,NGO_381,2.7426231702905484,0.9835442609782568,9.04243989983362
PAPS,D26470,26.151518950948063,26.151518950948063,0.0,65.37879737737015,NGO_402,2.783301383395805,0.9833001916996251,3.952611757516461
PAPS,D07877,17.209902435244953,17.209902435244953,0.0,43.024756088112376,NGO_094,2.0435817049587457,0.9877385097702476,9.922830561780323
PAPS,D05837,18.526403615274095,18.526403615274095,0.0,46.316009038185236,NGO_391,1.95020561331893,0.9882987663200864,2.5502163378434943
PAPS,D29257,22.799792373167232,22.799792373167232,0.0,56.999480932918075,NGO_251,9.465841855919889,0.9432049488644807,16.54912643326051
PAPS,D08549,26.345652269394115,26.345652269394115,0.0,65.86413067348528,NGO_435,0.7524838864029036,0.9954850966815827,6.140479705600271
PAPS,D19134,19.127189839592486,19.127189839592486,0.0,47.81797459898121,NGO_314,1.725247102559544,0.9896485173846428,12.600356549663712
PAPS,D26279,24.064423417026774,24.064423417026774,0.0,60.161058542566934,NGO_327,5.413,0.967522,6.987377217430575
PAPS,D18210,23.124536961393634,23.124536961393634,0.0,57.81134240348408,NGO_117,5.366528996953471,0.9678008260182793,10.321088338844973
PAPS,D04597,25.12806813628151,25.12806813628151,0.0,62.82017034070377,NGO_159,7.200247817808214,0.9567985130931507,10.747364469492474
PAPS,D17146,21.060042494910896,21.060042494910896,0.0,52.650106237277235,NGO_378,0.977188245181195,0.9941368705289129,4.957671288408433
PAPS,D05760,25.483055117436585,25.483055117436585,0.0,63.70763779359146,NGO_077,2.3251805065157902,0.9860489169609052,17.513354044232937
PAPS,D21880,3.6995457203155477,3.6995457203155477,0.0,9.248864300788869,NGO_108,1.906,0.988564,14.402125173777833
PAPS,D28953,23.892876476604417,23.892876476604417,0.0,59.73219119151104,NGO_116,6.082590798560805,0.9635044552086351,17.031983065027028
PAPS,D06166,25.324967757581632,25.324967757581632,0.0,63.31241939395408,NGO_220,0.8172730551394836,0.995096361669163,16.317237606842383
PAPS,D14482,25.558875736395873,25.558875736395873,0.0,63.89718934098968,NGO_039,2.312730851963732,0.9861236148882175,11.566399660977362
PAPS,D10169,17.992777669670303,17.992777669670303,0.0,44.98194417417576,NGO_195,9.075269790256927,0.9455483812584584,16.74998776036987
PAPS,D28518,10.45013894410499,10.45013894410499,0.0,26.125347360262474,NGO_110,1.7906390930727667,0.9892561654415635,3.415880032830712
PAPS,D08657,22.515840193733595,22.515840193733595,0.0,56.28960048433399,NGO_212,3.9117791218316147,0.9765293252690104,5.135725798706323
PAPS,D11153,4.783081841043466,4.783081841043466,0.0,11.957704602608665,NGO_411,4.211,0.974734,2.723636622568609
PAPS,D00424,25.88250663752436,25.88250663752436,0.0,64.7062665938109,NGO_409,6.352821881162927,0.9618830687130224,7.2052852922122295
PAPS,D25433,23.455917678267646,23.455917678267646,0.0,58.63979419566911,NGO_470,1.756738760228747,0.9894595674386275,8.218836635031712
PAPS,D22379,25.0744466205412,25.0744466205412,0.0,62.686116551352995,NGO_347,15.88001884268789,0.9047198869438726,6.341584508382335
PAPS,D29928,23.9901864382248,23.9901864382248,0.0,59.975466095562,NGO_002,2.101945768998219,0.9873883253860107,15.25980014643087
PAPS,D23791,22.230869989380892,22.230869989380892,0.0,55.57717497345223,NGO_112,7.414,0.955516,7.7080532270974285
PAPS,D10407,11.090629585130575,11.090629585130575,0.0,27.726573962826436,NGO_233,3.429344987155854,0.9794239300770649,6.494952154998092
PAPS,D20904,27.234802181422307,27.234802181422307,0.0,68.08700545355576,NGO_041,1.925,0.98845,10.683137330531975
